Country Name,"Series Name","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
Denmark,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61.657","61.96","60.148","59.204","60.094","60.74","61.906","61.895","62.418","62.604","62.44","62.837","61.944","62.502","62.479","63.359","63.213","62.685","60.263","58.579","58.151","57.45","56.887","57.015","57.469","57.957","58.122","58.649","59.239","58.522","59.388","60.591"
Djibouti,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","27.139","27.13","26.677","26.576","26.383","26.317","26.234","26.256","26.315","26.21","26.15","26.014","25.895","25.737","25.558","25.314","25.087","24.874","24.554","24.306","24.215","24.181","24.115","24.027","23.986","23.974","23.86","23.711","23.593","22.657","22.634","23.495"
Dominica,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Dominican Republic,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","52.79","53.265","53.69","53.744","53.805","53.944","54.321","54.532","54.698","54.748","53.121","53.667","52.7","53.268","52.889","54.063","54.258","54.849","52.436","53.755","54.618","55.436","54.914","55.53","57.291","57.904","58.734","60.033","60.88","56.66","58.306","59.743"
Ecuador,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","60.615","60.623","60.546","60.731","60.737","60.688","61.424","63.487","61.913","60.404","61.358","61.587","61.632","64.097","64.448","65.538","64.673","63.941","61.059","60.116","59.642","60.433","60.342","60.441","63.283","64.557","65.533","64.307","63.659","56.406","62.787","63.413"
"Egypt, Arab Rep.","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","42.338","42.981","42.66","43.537","42.63","43.024","42.735","42.306","43.742","42.072","40.769","38.867","39.315","40.421","40.935","42.043","43.712","43.499","43.546","45.045","43.008","42.38","42.07","41.816","40.849","40.825","39.659","39.031","38.887","38.303","39.792","40.967"
El Salvador,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","56.306","56.347","55.873","58.071","57.167","55.742","55.325","57.875","57.324","57.027","56.522","56.469","57.412","56.102","56.228","56.969","57.513","57.369","55.993","56.942","56.985","57.855","58.257","56.903","56.312","56.599","56.346","56.282","57.279","53.769","56.514","58.19"
Equatorial Guinea,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","53.498","53.388","53.311","53.219","53.138","53.001","52.835","52.633","52.444","52.308","52.146","52.004","51.909","51.909","51.891","51.859","51.804","51.75","51.593","51.428","51.41","51.422","51.402","51.348","51.217","51.149","51.051","51.044","50.944","48.148","48.607","50.731"
Eritrea,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","76.209","76.248","76.38","76.502","76.867","76.854","76.556","76.176","75.754","75.422","74.724","74.089","73.556","73.117","72.583","72.613","72.639","72.818","72.865","72.903","73.218","73.528","73.799","73.844","73.941","73.721","73.627","73.599","73.427","72.142","72.222","73.433"
Estonia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","65.767","62.281","59.023","58.29","55.871","55.142","54.525","54.252","51.9","50.642","50.216","51.165","51.804","52.484","53.523","56.742","57.554","57.7","52.419","50.302","53.66","55.063","55.919","56.502","58.131","58.403","59.818","60.233","60.606","59.077","59.325","61.512"
Eswatini,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","43.639","43.245","42.594","42.465","42.321","41.962","41.549","40.932","40.359","39.788","39.267","38.893","38.572","38.274","37.94","37.628","37.276","37.381","37.528","37.824","38.192","38.618","38.904","39.157","39.374","39.521","39.469","39.408","39.378","37.879","38.192","39.343"
Ethiopia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","75.302","75.193","75.366","75.514","76.015","76.307","76.602","76.747","76.904","77.434","78.086","78.502","78.852","79.388","79.969","80.031","79.932","79.842","79.741","79.672","79.595","79.513","79.412","79.199","79.013","78.822","78.632","78.405","78.212","76.627","77.138","77.474"
Faroe Islands,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Fiji,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","57.085","56.929","56.878","56.826","56.763","56.677","56.476","56.319","56.2","56.055","55.911","55.721","55.591","55.465","54.523","55.517","56.458","57.428","58.362","59.334","60.279","58.987","57.669","56.342","55.736","55.093","54.986","54.914","54.917","52.917","52.709","54.99"
Finland,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","59.302","54.893","51.363","50.575","49.563","50.009","51.107","52.217","53.737","54.186","54.969","54.908","54.694","54.321","55.635","56.273","57.006","57.525","55.449","54.822","55.198","55.111","54.256","53.821","53.381","53.414","53.761","55.03","55.421","54.414","55.201","56.321"
France,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","50.351","49.893","49.262","48.495","48.881","48.871","48.48","48.766","49.071","50.007","50.721","50.863","51.722","51.238","50.982","50.946","51.496","51.926","51.193","51.03","50.858","50.724","50.838","50.339","50.258","50.303","50.404","50.603","50.622","50.162","51.46","52.07"
French Polynesia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","52.717","52.657","52.645","52.549","52.585","52.615","52.391","52.177","51.97","51.776","51.478","51.199","50.875","50.594","50.276","49.891","49.567","49.525","49.529","49.467","49.466","49.522","49.623","49.747","49.846","49.89","49.899","49.878","49.852","48.606","49","49.716"
Gabon,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","41.815","41.531","41.501","41.47","41.701","41.704","41.747","41.684","41.317","41.065","40.971","41.144","41.185","41.082","41.096","40.477","40.149","39.529","39.181","38.802","39.01","39.067","38.955","38.825","38.748","38.718","38.671","38.637","38.736","35.948","36.375","38.598"
"Gambia, The","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51.716","51.782","51.875","51.876","51.889","51.954","52.196","52.369","52.587","52.697","52.857","52.654","52.789","52.922","53.043","52.894","52.848","53.23","53.552","53.732","53.362","53.405","54.097","55.093","55.853","56.631","57.549","58.385","58.389","57.397","57.723","58.189"
Georgia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","64.449","63.155","63.709","62.294","62.427","58.936","58.182","55.897","56.892","57.164","58.821","56.773","58.421","56.596","55.205","53.759","54.894","52.144","51.213","52.261","53.221","54.276","54.109","55.893","57.424","57.062","56.982","55.83","55.649","55.963","56.527","55.586"
Germany,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","56.259","55.009","53.832","53.083","53.001","52.529","51.984","52.033","52.739","52.909","53.014","52.414","51.714","50.768","51.894","52.917","54.028","54.785","54.793","55.232","56.593","56.838","57.194","57.402","57.39","58.487","58.915","59.209","59.976","58.309","58.346","59.375"
Ghana,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","74.834","73.597","72.893","72.064","71.315","70.545","69.832","69.109","67.378","66.806","67.118","67.477","67.896","68.293","68.655","68.987","68.49","68.135","67.624","67.28","67.775","68.189","68.481","66.572","64.534","65.537","66.814","66.832","66.826","66.02","65.842","66.495"
Gibraltar,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Greece,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","45.433","45.437","44.851","45.616","45.828","46.274","46.043","46.099","45.987","46.277","45.888","46.297","46.866","46.961","47.315","48.114","48.202","48.532","47.804","46.193","42.758","39.067","37.381","37.706","38.577","39.261","40.214","41.165","42.28","42.128","42.952","45.357"
Greenland,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Grenada,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Guam,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69.687","68.995","67.331","65.41","64.749","64.031","62.613","63.488","58.78","57.413","56.934","55.293","56.03","56.949","56.823","58.06","53.003","54.448","55.962","56.365","54.274","54.961","55.399","57.839","58.277","59.216","59.206","59.186","59.217","57.844","58.813","59.237"
Guatemala,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","60.678","60.794","60.874","60.946","61.049","61.041","61.131","61.238","61.324","61.347","61.257","61.318","61.296","61.236","60.756","60.397","60.044","59.583","58.949","58.344","59.454","63.323","58.401","59.078","59.079","59.124","59.441","59.121","57.874","55.952","57.667","58.403"
Guinea,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","60.931","60.999","61.086","61.172","61.237","61.309","61.408","61.417","61.413","61.318","61.396","61.489","60.789","60.082","59.34","58.667","58.144","57.505","56.749","55.998","55.364","54.904","54.188","53.438","52.678","52.199","51.69","51.059","50.225","49.202","49.239","49.763"
Guinea-Bissau,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","55.778","55.738","55.689","55.626","55.573","55.661","55.648","55.274","55.083","54.994","55.217","55.107","54.963","54.864","54.807","54.758","54.692","54.611","54.553","54.504","54.524","54.449","54.401","54.294","54.323","54.321","54.323","54.227","54.144","53.358","53.704","54.126"
Guyana,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51.701","52.149","52.598","52.374","52.088","51.831","51.548","51.214","50.899","50.554","50.344","50.065","50.078","50.074","50.043","50.107","49.857","49.589","49.268","48.929","48.665","48.38","48.07","47.724","47.362","47.06","46.783","46.532","43.309","41.821","41.994","43.804"
Haiti,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","61.536","61.178","60.751","60.18","60.147","59.886","59.694","59.141","58.684","57.467","56.839","56.207","55.675","55.049","54.511","53.968","53.706","54.4","55.26","55.609","56.275","56.491","56.862","56.809","56.873","56.793","56.841","56.814","56.585","55.031","55.387","55.772"
Honduras,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62.659","63.788","63.911","63.774","63.841","63.053","63.814","63.381","63.344","61.881","61.291","60.761","59.437","58.492","58.642","57.723","57.067","57.697","58.809","59.359","57.06","56.21","59.12","59.608","60.148","59.059","60.801","62.999","61.005","53.851","57.262","58.233"
"Hong Kong SAR, China","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62.308","61.059","61.226","61.303","59.975","60.032","60.399","59.151","57.499","57.685","58.303","57.329","56.528","57.14","57.587","58.338","58.765","58.713","57.573","57.01","58.016","58.51","59.139","59.045","59.116","58.98","59.213","59.558","58.898","56.241","56.31","55.695"
Hungary,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","49.26","48.419","45.451","44.643","44.121","43.21","43.066","43.776","45.617","46.071","46.043","46.117","46.816","46.499","46.554","46.899","46.727","46.18","44.957","44.761","45.008","45.715","46.615","49.283","50.785","52.606","53.711","54.417","54.927","54.3","56.91","58.227"
Iceland,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","72.798","72.035","70.62","70.624","72.983","73.034","71.996","73.798","75.692","77.024","76.769","74.938","74.55","73.553","73.994","74.779","75.432","74.237","69.487","69.231","69.03","69.869","71.015","72.607","74.087","75.668","75.064","74.093","72.878","69.491","68.942","71.487"
India,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","50.441","50.416","50.405","50.414","50.805","51.193","51.575","51.956","52.335","52.71","52.143","51.572","51.01","50.447","49.886","49.947","50.008","50.065","50.126","50.187","49.633","49.073","48.933","48.77","48.568","48.3","48","47.681","47.908","46.485","47.887","49.825"
Indonesia,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","64.222","64.509","63.805","63.881","63.752","63.62","63.235","63.276","62.945","63.64","63.048","61.625","61.296","60.876","59.287","59.362","60.892","61.585","62.014","62.845","63.464","64.406","63.863","63.922","63.577","63.459","64.169","64.68","65.79","64.536","63.347","64.701"
"Iran, Islamic Rep.","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","40.992","40.657","40.169","39.699","39.402","39.196","39.172","39.11","38.992","38.987","38.924","38.947","39.743","40.527","40.074","39.436","38.958","37.035","37.239","35.909","34.995","35.583","36.243","35.933","36.731","37.215","38.391","38.663","38.998","36.982","36.805","38.587"
Iraq,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","38.903","38.839","38.859","38.93","38.802","38.757","38.717","38.75","38.731","38.662","38.529","38.353","38.181","38.228","38.229","38.242","38.102","38.043","37.94","37.869","37.773","37.727","38.09","38.384","38.383","38.481","36.436","36.209","35.683","33.172","33.247","34.709"
Ireland,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","47.615","46.9","47.12","48.251","49.834","50.699","52.18","55.445","58.055","59.829","60.142","59.939","59.977","60.238","62.284","62.956","63.302","61.476","56.008","53.504","52.449","52.117","53.453","54.426","55.694","56.976","57.821","58.592","59.254","57.685","59.382","61.935"
Isle of Man,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Israel,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","51.117","51.114","53.133","55.591","56.666","56.233","55.08","53.952","53.976","54.54","54.087","52.754","52.655","53.373","54.792","55.556","56.882","57.974","56.878","57.896","58.539","60.848","61.112","61.821","62.155","62.542","62.779","62.865","62.576","60.766","60.274","62.346"
Italy,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","45.57","44.134","43.261","42.392","41.758","41.796","41.783","41.971","42.42","42.918","43.654","44.269","44.872","45.77","45.314","45.752","45.786","45.8","44.723","44.17","44.115","43.853","42.862","42.839","43.143","43.713","44.226","44.623","44.926","44.066","43.956","45.138"
Jamaica,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","66.39","66.008","65.824","65.427","65.067","64.456","63.959","63.379","62.695","62.181","61.689","61.329","61.02","60.961","60.772","60.567","60.348","60.067","57.607","55.858","55.973","55.553","55.991","57.074","59.933","59.516","61.016","62.131","63.87","60.867","63.134","63.235"
Japan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","62.476","62.608","62.189","61.772","61.422","61.344","61.524","60.746","59.909","59.474","58.878","57.93","57.58","57.562","57.731","57.888","58.041","57.754","56.825","56.541","56.554","56.437","56.856","57.306","57.483","58.112","58.736","59.932","60.553","60.209","60.362","60.875"
Jordan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","30.919","31.244","31.493","32.709","33.682","34.097","34.08","34.043","34.045","34.002","33.096","32.525","31.977","32.315","32.632","32.422","34.586","34.484","34.927","34.563","33.969","33.364","32.425","32.068","32.734","32.988","32.94","32.026","32.648","32.276","30.998","31.729"
Kazakhstan,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","69.665","69.742","69.941","65.766","63.529","62.051","61.912","61.833","61.488","61.713","63.014","63.569","63.872","63.992","63.804","64.252","65.28","66.405","66.37","66.831","67.008","66.985","66.955","66.96","66.957","66.841","66.789","66.729","66.716","65.816","65.651","65.361"
Kenya,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","71.183","70.938","70.708","70.597","70.584","70.563","70.438","70.345","70.225","70.345","70.474","70.55","70.721","70.867","71.098","71.286","71.435","71.436","71.481","71.622","71.839","71.978","72.003","72.114","72.235","72.356","71.597","70.883","70.181","69.062","69.505","69.506"
Kiribati,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"Korea, Dem. People's Rep.","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","71.14","71.518","71.725","71.815","72.075","72.271","72.578","72.526","72.143","72.175","72.029","72.042","71.988","71.966","71.862","71.967","72.063","71.997","72.074","72.17","72.099","72.045","72.012","72.023","72.087","71.915","72.165","72.429","72.445","70.817","71.038","72.306"
"Korea, Rep.","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","59.14","59.362","59.136","60.072","60.664","60.837","60.869","56.401","56.758","59.07","59.59","60.545","59.817","60.546","60.373","60.488","60.561","60.136","59.221","59.323","59.69","59.976","60.198","60.972","60.927","60.893","61.163","60.94","61.186","60.342","60.784","62.374"
Kosovo,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
Kuwait,"Employment to population ratio, 15+, total (%) (modeled ILO estimate)","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","63.561","62.807","63.275","65.42","66.736","66.841","66.32","65.864","65.559","65.403","65.564","65.778","66.274","66.784","67.321","67.211","66.879","66.757","67.105","67.451","68.1","68.933","69.509","69.776","71.236","71.649","71.61","71.684","71.423","67.095","68.542","69.973"
